Area,School_Type,Total_School,Total_People,Male,Femal,Year
"Darmstadt-Dieburg, Landkreis",Hauptschulen,16.0,1283.0,559.0,360.0,2012
"Groß-Gerau, Landkreis",Hauptschulen,5.0,514.0,223.0,253.0,2012
Hochtaunuskreis,Hauptschulen,7.0,655.0,250.0,202.0,2012
Main-Kinzig-Kreis,Hauptschulen,17.0,1937.0,830.0,538.0,2012
Main-Taunus-Kreis,Hauptschulen,8.0,680.0,287.0,248.0,2012
Odenwaldkreis,Hauptschulen,4.0,379.0,162.0,142.0,2012
"Offenbach, Landkreis",Hauptschulen,13.0,1497.0,595.0,648.0,2012
Rheingau-Taunus-Kreis,Hauptschulen,5.0,556.0,220.0,186.0,2012
Wetteraukreis,Hauptschulen,16.0,1427.0,621.0,323.0,2012
"Gießen, Landkreis",Hauptschulen,9.0,594.0,247.0,161.0,2012
Lahn-Dill-Kreis,Hauptschulen,12.0,1043.0,408.0,264.0,2012
"Limburg-Weilburg, Landkreis",Hauptschulen,14.0,1412.0,582.0,396.0,2012
"Marburg-Biedenkopf, Landkreis",Hauptschulen,14.0,881.0,338.0,185.0,2012
Vogelsbergkreis,Hauptschulen,7.0,491.0,188.0,44.0,2012
"Kassel, kreisfreie Stadt",Hauptschulen,6.0,607.0,281.0,284.0,2012
"Fulda, Landkreis",Hauptschulen,14.0,1761.0,735.0,277.0,2012
"Hersfeld-Rotenburg, Landkreis",Hauptschulen,6.0,402.0,159.0,35.0,2012
"Kassel, Landkreis",Hauptschulen,8.0,582.0,227.0,64.0,2012
Schwalm-Eder-Kreis,Hauptschulen,12.0,904.0,366.0,105.0,2012
"Waldeck-Frankenberg, Landkreis",Hauptschulen,13.0,982.0,435.0,116.0,2012
Werra-Meißner-Kreis,Hauptschulen,7.0,336.0,128.0,17.0,2012
"Koblenz, kreisfreie Stadt",Hauptschulen,1.0,48.0,24.0,11.0,2012
"Bad Kreuznach, Landkreis",Hauptschulen,1.0,338.0,149.0,13.0,2012
"Neuwied, Landkreis",Hauptschulen,1.0,81.0,33.0,28.0,2012
Rhein-Lahn-Kreis,Hauptschulen,3.0,233.0,107.0,22.0,2012
"Trier, kreisfreie Stadt",Hauptschulen,2.0,140.0,55.0,12.0,2012
Eifelkreis Bitburg-Prüm,Hauptschulen,1.0,95.0,48.0,6.0,2012
"Trier-Saarburg, Landkreis",Hauptschulen,2.0,100.0,34.0,3.0,2012
"Kaiserslautern, kreisfreie Stadt",Hauptschulen,3.0,263.0,122.0,25.0,2012
"Landau in der Pfalz, kreisfreie Stadt",Hauptschulen,1.0,32.0,21.0,1.0,2012
"Mainz, kreisfreie Stadt",Hauptschulen,4.0,244.0,92.0,117.0,2012
"Neustadt an der Weinstraße, kreisfreie Stadt",Hauptschulen,1.0,12.0,5.0,1.0,2012
"Pirmasens, kreisfreie Stadt",Hauptschulen,1.0,44.0,10.0,1.0,2012
Rhein-Pfalz-Kreis,Hauptschulen,1.0,37.0,14.0,14.0,2012
"Mainz-Bingen, Landkreis",Hauptschulen,1.0,18.0,10.0,4.0,2012
"Stuttgart, Landeshauptstadt, Stadtkreis",Hauptschulen,35.0,5370.0,2414.0,2825.0,2012
"Böblingen, Landkreis",Hauptschulen,29.0,4327.0,1874.0,1366.0,2012
"Esslingen, Landkreis",Hauptschulen,39.0,5674.0,2483.0,1911.0,2012
"Göppingen, Landkreis",Hauptschulen,22.0,3728.0,1645.0,950.0,2012
"Ludwigsburg, Landkreis",Hauptschulen,31.0,6025.0,2626.0,2141.0,2012
"Rems-Murr-Kreis, Landkreis",Hauptschulen,30.0,5369.0,2493.0,1642.0,2012
"Heilbronn, Universitätsstadt, Stadtkreis",Hauptschulen,11.0,2016.0,927.0,868.0,2012
"Heilbronn, Landkreis",Hauptschulen,26.0,4894.0,2177.0,1129.0,2012
"Hohenlohekreis, Landkreis",Hauptschulen,15.0,1713.0,710.0,158.0,2012
"Schwäbisch Hall, Landkreis",Hauptschulen,23.0,3012.0,1369.0,360.0,2012
"Main-Tauber-Kreis, Landkreis",Hauptschulen,18.0,2087.0,930.0,212.0,2012
"Heidenheim, Landkreis",Hauptschulen,14.0,2010.0,857.0,440.0,2012
"Ostalbkreis, Landkreis",Hauptschulen,33.0,4461.0,1987.0,699.0,2012
"Baden-Baden, Stadtkreis",Hauptschulen,2.0,487.0,213.0,160.0,2012
"Karlsruhe, Stadtkreis",Hauptschulen,15.0,2278.0,1061.0,629.0,2012
"Karlsruhe, Landkreis",Hauptschulen,37.0,5849.0,2570.0,1104.0,2012
"Rastatt, Landkreis",Hauptschulen,18.0,3206.0,1454.0,608.0,2012
"Heidelberg, Stadtkreis",Hauptschulen,5.0,498.0,210.0,169.0,2012
"Mannheim, Stadtkreis",Hauptschulen,16.0,3607.0,1650.0,1573.0,2012
"Neckar-Odenwald-Kreis, Landkreis",Hauptschulen,18.0,2385.0,1043.0,262.0,2012
"Rhein-Neckar-Kreis, Landkreis",Hauptschulen,32.0,5830.0,2627.0,1367.0,2012
"Pforzheim, Stadtkreis",Hauptschulen,12.0,1816.0,810.0,726.0,2012
"Calw, Landkreis",Hauptschulen,18.0,2424.0,1079.0,425.0,2012
"Enzkreis, Landkreis",Hauptschulen,19.0,2470.0,1016.0,514.0,2012
"Freudenstadt, Landkreis",Hauptschulen,9.0,1910.0,761.0,259.0,2012
"Freiburg im Breisgau, Stadtkreis",Hauptschulen,12.0,1968.0,790.0,747.0,2012
"Breisgau-Hochschwarzwald, Landkreis",Hauptschulen,22.0,2828.0,1196.0,435.0,2012
"Emmendingen, Landkreis",Hauptschulen,16.0,2228.0,956.0,226.0,2012
"Ortenaukreis, Landkreis",Hauptschulen,42.0,6973.0,3022.0,922.0,2012
"Rottweil, Landkreis",Hauptschulen,16.0,2115.0,947.0,299.0,2012
"Schwarzwald-Baar-Kreis, Landkreis",Hauptschulen,20.0,3033.0,1285.0,556.0,2012
"Tuttlingen, Landkreis",Hauptschulen,15.0,2504.0,1134.0,526.0,2012
"Konstanz, Landkreis",Hauptschulen,27.0,3496.0,1520.0,757.0,2012
"Lörrach, Landkreis",Hauptschulen,18.0,3557.0,1662.0,820.0,2012
"Waldshut, Landkreis",Hauptschulen,22.0,3043.0,1344.0,553.0,2012
"Reutlingen, Landkreis",Hauptschulen,27.0,3652.0,1569.0,863.0,2012
"Tübingen, Landkreis",Hauptschulen,19.0,2111.0,930.0,481.0,2012
"Zollernalbkreis, Landkreis",Hauptschulen,18.0,3189.0,1383.0,681.0,2012
"Ulm, Stadtkreis",Hauptschulen,6.0,1254.0,600.0,497.0,2012
"Alb-Donau-Kreis, Landkreis",Hauptschulen,20.0,3037.0,1290.0,560.0,2012
"Biberach, Landkreis",Hauptschulen,20.0,3208.0,1406.0,287.0,2012
"Bodenseekreis, Landkreis",Hauptschulen,14.0,2921.0,1215.0,490.0,2012
"Ravensburg, Landkreis",Hauptschulen,35.0,5133.0,2222.0,605.0,2012
"Sigmaringen, Landkreis",Hauptschulen,10.0,1786.0,831.0,206.0,2012
Ingolstadt,Hauptschulen,9.0,2283.0,1025.0,594.0,2012
"München, Landeshauptstadt",Hauptschulen,57.0,13493.0,6026.0,6728.0,2012
Rosenheim,Hauptschulen,4.0,1151.0,532.0,383.0,2012
"Altötting, Landkreis",Hauptschulen,13.0,2376.0,1080.0,213.0,2012
"Berchtesgadener Land, Landkreis",Hauptschulen,9.0,1608.0,653.0,174.0,2012
"Bad Tölz-Wolfratshausen, Landkreis",Hauptschulen,11.0,2071.0,877.0,205.0,2012
"Dachau, Landkreis",Hauptschulen,14.0,2830.0,1252.0,783.0,2012
"Ebersberg, Landkreis",Hauptschulen,9.0,1671.0,772.0,188.0,2012
"Eichstätt, Landkreis",Hauptschulen,11.0,2426.0,1010.0,194.0,2012
"Erding, Landkreis",Hauptschulen,12.0,2568.0,1139.0,262.0,2012
"Freising, Landkreis",Hauptschulen,12.0,2881.0,1297.0,580.0,2012
"Fürstenfeldbruck, Landkreis",Hauptschulen,15.0,2640.0,1151.0,528.0,2012
"Garmisch-Partenkirchen, Landkreis",Hauptschulen,7.0,1332.0,547.0,152.0,2012
"Landsberg am Lech, Landkreis",Hauptschulen,9.0,2031.0,915.0,160.0,2012
"Miesbach, Landkreis",Hauptschulen,9.0,1389.0,604.0,165.0,2012
"Mühldorf a.Inn, Landkreis",Hauptschulen,9.0,2357.0,1061.0,267.0,2012
"München, Landkreis",Hauptschulen,17.0,3278.0,1418.0,831.0,2012
"Neuburg-Schrobenhausen, Landkreis",Hauptschulen,8.0,1714.0,773.0,221.0,2012
"Pfaffenhofen a.d.Ilm, Landkreis",Hauptschulen,11.0,2213.0,993.0,236.0,2012
"Rosenheim, Landkreis",Hauptschulen,19.0,4747.0,2047.0,378.0,2012
"Starnberg, Landkreis",Hauptschulen,9.0,1912.0,922.0,601.0,2012
"Traunstein, Landkreis",Hauptschulen,18.0,3482.0,1495.0,202.0,2012
"Weilheim-Schongau, Landkreis",Hauptschulen,9.0,2553.0,1121.0,288.0,2012
Landshut,Hauptschulen,3.0,812.0,350.0,197.0,2012
Passau,Hauptschulen,3.0,664.0,312.0,52.0,2012
Straubing,Hauptschulen,4.0,821.0,382.0,131.0,2012
"Deggendorf, Landkreis",Hauptschulen,11.0,2136.0,912.0,142.0,2012
"Freyung-Grafenau, Landkreis",Hauptschulen,11.0,1695.0,757.0,49.0,2012
"Kelheim, Landkreis",Hauptschulen,12.0,2488.0,1140.0,365.0,2012
"Landshut, Landkreis",Hauptschulen,18.0,2754.0,1204.0,199.0,2012
"Passau, Landkreis",Hauptschulen,19.0,3910.0,1761.0,115.0,2012
"Regen, Landkreis",Hauptschulen,8.0,1610.0,724.0,34.0,2012
"Rottal-Inn, Landkreis",Hauptschulen,14.0,2639.0,1219.0,204.0,2012
"Straubing-Bogen, Landkreis",Hauptschulen,14.0,1797.0,802.0,45.0,2012
"Dingolfing-Landau, Landkreis",Hauptschulen,12.0,1819.0,810.0,148.0,2012
Amberg,Hauptschulen,4.0,799.0,350.0,65.0,2012
Regensburg,Hauptschulen,8.0,2142.0,996.0,409.0,2012
Weiden i.d.OPf.,Hauptschulen,2.0,691.0,323.0,66.0,2012
"Amberg-Sulzbach, Landkreis",Hauptschulen,12.0,2085.0,942.0,40.0,2012
"Cham, Landkreis",Hauptschulen,15.0,2522.0,1079.0,75.0,2012
"Neumarkt i.d.OPf., Landkreis",Hauptschulen,15.0,2781.0,1245.0,177.0,2012
"Neustadt a.d.Waldnaab, Landkreis",Hauptschulen,12.0,1761.0,759.0,62.0,2012
"Regensburg, Landkreis",Hauptschulen,13.0,2619.0,1211.0,175.0,2012
"Schwandorf, Landkreis",Hauptschulen,15.0,2935.0,1315.0,138.0,2012
"Tirschenreuth, Landkreis",Hauptschulen,8.0,1460.0,640.0,61.0,2012
Bamberg,Hauptschulen,6.0,749.0,304.0,93.0,2012
Bayreuth,Hauptschulen,4.0,849.0,390.0,89.0,2012
Coburg,Hauptschulen,2.0,569.0,269.0,41.0,2012
Hof,Hauptschulen,4.0,1102.0,500.0,174.0,2012
"Bamberg, Landkreis",Hauptschulen,18.0,2415.0,1058.0,74.0,2012
"Bayreuth, Landkreis",Hauptschulen,10.0,1520.0,707.0,59.0,2012
"Coburg, Landkreis",Hauptschulen,8.0,1310.0,549.0,67.0,2012
"Forchheim, Landkreis",Hauptschulen,11.0,1980.0,915.0,150.0,2012
"Hof, Landkreis",Hauptschulen,11.0,1605.0,756.0,116.0,2012
"Kronach, Landkreis",Hauptschulen,6.0,1242.0,571.0,59.0,2012
"Kulmbach, Landkreis",Hauptschulen,7.0,1112.0,476.0,49.0,2012
"Lichtenfels, Landkreis",Hauptschulen,7.0,1148.0,542.0,56.0,2012
"Wunsiedel i.Fichtelgebirge, Landkreis",Hauptschulen,7.0,1209.0,557.0,122.0,2012
Ansbach,Hauptschulen,4.0,784.0,373.0,65.0,2012
Erlangen,Hauptschulen,4.0,1109.0,537.0,335.0,2012
Fürth,Hauptschulen,8.0,2046.0,925.0,599.0,2012
Nürnberg,Hauptschulen,29.0,7813.0,3691.0,2669.0,2012
Schwabach,Hauptschulen,2.0,707.0,334.0,120.0,2012
"Ansbach, Landkreis",Hauptschulen,20.0,3157.0,1354.0,259.0,2012
"Erlangen-Höchstadt, Landkreis",Hauptschulen,11.0,2106.0,936.0,158.0,2012
"Fürth, Landkreis",Hauptschulen,8.0,1537.0,715.0,96.0,2012
"Nürnberger Land, Landkreis",Hauptschulen,12.0,2672.0,1232.0,285.0,2012
"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",Hauptschulen,10.0,1724.0,773.0,75.0,2012
"Roth, Landkreis",Hauptschulen,13.0,2014.0,946.0,121.0,2012
"Weißenburg-Gunzenhausen, Landkreis",Hauptschulen,9.0,1796.0,789.0,177.0,2012
Aschaffenburg,Hauptschulen,6.0,1223.0,559.0,357.0,2012
Schweinfurt,Hauptschulen,4.0,1095.0,528.0,226.0,2012
Würzburg,Hauptschulen,9.0,1375.0,629.0,295.0,2012
"Aschaffenburg, Landkreis",Hauptschulen,14.0,2830.0,1271.0,351.0,2012
"Bad Kissingen, Landkreis",Hauptschulen,14.0,1865.0,887.0,68.0,2012
"Rhön-Grabfeld, Landkreis",Hauptschulen,7.0,1518.0,642.0,38.0,2012
"Haßberge, Landkreis",Hauptschulen,9.0,1673.0,750.0,43.0,2012
"Kitzingen, Landkreis",Hauptschulen,8.0,1476.0,668.0,122.0,2012
"Miltenberg, Landkreis",Hauptschulen,17.0,2735.0,1331.0,443.0,2012
"Main-Spessart, Landkreis",Hauptschulen,10.0,1994.0,876.0,157.0,2012
"Schweinfurt, Landkreis",Hauptschulen,11.0,1978.0,947.0,73.0,2012
"Würzburg, Landkreis",Hauptschulen,13.0,2003.0,843.0,84.0,2012
Augsburg,Hauptschulen,16.0,4583.0,2112.0,1364.0,2012
Kaufbeuren,Hauptschulen,3.0,756.0,353.0,149.0,2012
Kempten (Allgäu),Hauptschulen,5.0,1182.0,539.0,266.0,2012
Memmingen,Hauptschulen,3.0,960.0,427.0,201.0,2012
"Aichach-Friedberg, Landkreis",Hauptschulen,12.0,2210.0,980.0,192.0,2012
"Augsburg, Landkreis",Hauptschulen,19.0,4626.0,2180.0,408.0,2012
"Dillingen a.d.Donau, Landkreis",Hauptschulen,9.0,2145.0,1001.0,215.0,2012
"Günzburg, Landkreis",Hauptschulen,10.0,2469.0,1079.0,417.0,2012
"Neu-Ulm, Landkreis",Hauptschulen,14.0,3117.0,1410.0,602.0,2012
"Lindau (Bodensee), Landkreis",Hauptschulen,5.0,1061.0,491.0,178.0,2012
"Ostallgäu, Landkreis",Hauptschulen,10.0,2796.0,1229.0,232.0,2012
"Unterallgäu, Landkreis",Hauptschulen,13.0,2718.0,1155.0,184.0,2012
"Donau-Ries, Landkreis",Hauptschulen,12.0,2451.0,1079.0,253.0,2012
"Oberallgäu, Landkreis",Hauptschulen,15.0,3135.0,1323.0,245.0,2012
"Neunkirchen, Landkreis",Hauptschulen,1.0,267.0,125.0,12.0,2012
Berlin,Hauptschulen,41.0,2431.0,1031.0,653.0,2012
"Kiel, Landeshauptstadt, kreisfreie Stadt",Hauptschulen,4.0,120.0,51.0,22.0,2013
"Lübeck, Hansestadt, kreisfreie Stadt",Hauptschulen,3.0,68.0,35.0,8.0,2013
"Herzogtum Lauenburg, Landkreis",Hauptschulen,2.0,75.0,32.0,10.0,2013
"Nordfriesland, Landkreis",Hauptschulen,4.0,68.0,26.0,2.0,2013
"Ostholstein, Landkreis",Hauptschulen,3.0,105.0,39.0,5.0,2013
"Pinneberg, Landkreis",Hauptschulen,5.0,158.0,63.0,33.0,2013
"Rendsburg-Eckernförde, Landkreis",Hauptschulen,2.0,69.0,20.0,6.0,2013
"Segeberg, Landkreis",Hauptschulen,3.0,160.0,68.0,21.0,2013
"Braunschweig, kreisfreie Stadt",Hauptschulen,5.0,1190.0,480.0,269.0,2013
"Salzgitter, kreisfreie Stadt",Hauptschulen,6.0,1036.0,445.0,274.0,2013
"Wolfsburg, kreisfreie Stadt",Hauptschulen,4.0,689.0,300.0,108.0,2013
"Gifhorn, Landkreis",Hauptschulen,10.0,1277.0,513.0,128.0,2013
"Göttingen, Landkreis",Hauptschulen,13.0,1128.0,509.0,189.0,2013
"Goslar, Landkreis",Hauptschulen,8.0,770.0,306.0,58.0,2013
"Helmstedt, Landkreis",Hauptschulen,5.0,537.0,212.0,48.0,2013
"Northeim, Landkreis",Hauptschulen,10.0,1014.0,440.0,81.0,2013
"Osterode am Harz, Landkreis",Hauptschulen,6.0,589.0,258.0,42.0,2013
"Peine, Landkreis",Hauptschulen,8.0,1263.0,546.0,161.0,2013
"Wolfenbüttel, Landkreis",Hauptschulen,7.0,882.0,374.0,84.0,2013
"Region Hannover, Landkreis",Hauptschulen,41.0,5541.0,2334.0,1175.0,2013
"Hannover, Landeshauptstadt",Hauptschulen,14.0,1885.0,754.0,557.0,2013
"Diepholz, Landkreis",Hauptschulen,16.0,1546.0,624.0,184.0,2013
"Hameln-Pyrmont, Landkreis",Hauptschulen,10.0,1244.0,575.0,181.0,2013
"Hildesheim, Landkreis",Hauptschulen,14.0,1562.0,669.0,190.0,2013
"Holzminden, Landkreis",Hauptschulen,6.0,508.0,231.0,67.0,2013
"Nienburg (Weser), Landkreis",Hauptschulen,11.0,1112.0,468.0,103.0,2013
"Schaumburg, Landkreis",Hauptschulen,7.0,684.0,274.0,107.0,2013
"Celle, Landkreis",Hauptschulen,12.0,1341.0,571.0,113.0,2013
"Cuxhaven, Landkreis",Hauptschulen,14.0,1749.0,798.0,216.0,2013
"Harburg, Landkreis",Hauptschulen,14.0,1527.0,635.0,156.0,2013
"Lüchow-Dannenberg, Landkreis",Hauptschulen,5.0,366.0,149.0,32.0,2013
"Lüneburg, Landkreis",Hauptschulen,9.0,1264.0,540.0,109.0,2013
"Osterholz, Landkreis",Hauptschulen,6.0,604.0,237.0,49.0,2013
"Rotenburg (Wümme), Landkreis",Hauptschulen,14.0,1501.0,599.0,87.0,2013
"Heidekreis, Landkreis",Hauptschulen,12.0,1340.0,552.0,101.0,2013
"Stade, Landkreis",Hauptschulen,15.0,1677.0,724.0,157.0,2013
"Uelzen, Landkreis",Hauptschulen,7.0,797.0,315.0,37.0,2013
"Verden, Landkreis",Hauptschulen,8.0,958.0,404.0,184.0,2013
"Delmenhorst, kreisfreie Stadt",Hauptschulen,3.0,755.0,342.0,148.0,2013
"Emden, kreisfreie Stadt",Hauptschulen,3.0,316.0,135.0,29.0,2013
"Oldenburg (Oldenburg), kreisfreie Stadt",Hauptschulen,6.0,590.0,275.0,86.0,2013
"Osnabrück, kreisfreie Stadt",Hauptschulen,7.0,1204.0,523.0,253.0,2013
"Wilhelmshaven, kreisfreie Stadt",Hauptschulen,3.0,555.0,239.0,48.0,2013
"Ammerland, Landkreis",Hauptschulen,6.0,926.0,383.0,53.0,2013
"Aurich, Landkreis",Hauptschulen,14.0,1474.0,624.0,76.0,2013
"Cloppenburg, Landkreis",Hauptschulen,15.0,2035.0,831.0,159.0,2013
"Emsland, Landkreis",Hauptschulen,31.0,2855.0,1171.0,202.0,2013
"Friesland, Landkreis",Hauptschulen,9.0,811.0,353.0,40.0,2013
"Grafschaft Bentheim, Landkreis",Hauptschulen,9.0,1701.0,755.0,235.0,2013
"Leer, Landkreis",Hauptschulen,11.0,1681.0,725.0,104.0,2013
"Oldenburg, Landkreis",Hauptschulen,8.0,812.0,342.0,112.0,2013
"Osnabrück, Landkreis",Hauptschulen,27.0,2799.0,1232.0,329.0,2013
"Vechta, Landkreis",Hauptschulen,11.0,1586.0,669.0,309.0,2013
"Wesermarsch, Landkreis",Hauptschulen,9.0,888.0,372.0,90.0,2013
"Wittmund, Landkreis",Hauptschulen,6.0,724.0,320.0,38.0,2013
"Düsseldorf, kreisfreie Stadt",Hauptschulen,10.0,3275.0,1369.0,1086.0,2013
"Duisburg, kreisfreie Stadt",Hauptschulen,11.0,2351.0,915.0,917.0,2013
"Essen, kreisfreie Stadt",Hauptschulen,6.0,2027.0,834.0,628.0,2013
"Krefeld, kreisfreie Stadt",Hauptschulen,6.0,1718.0,725.0,410.0,2013
"Mönchengladbach, kreisfreie Stadt",Hauptschulen,9.0,3014.0,1334.0,561.0,2013
"Mülheim an der Ruhr, kreisfreie Stadt",Hauptschulen,2.0,722.0,300.0,271.0,2013
"Oberhausen, kreisfreie Stadt",Hauptschulen,4.0,951.0,414.0,263.0,2013
"Remscheid, kreisfreie Stadt",Hauptschulen,3.0,1068.0,437.0,345.0,2013
"Solingen, kreisfreie Stadt",Hauptschulen,3.0,1172.0,471.0,371.0,2013
"Wuppertal, kreisfreie Stadt",Hauptschulen,11.0,2927.0,1296.0,824.0,2013
"Kleve, Kreis",Hauptschulen,15.0,4163.0,1838.0,371.0,2013
"Mettmann, Kreis",Hauptschulen,11.0,2652.0,1068.0,659.0,2013
Rhein-Kreis Neuss,Hauptschulen,11.0,2588.0,1041.0,521.0,2013
"Viersen, Kreis",Hauptschulen,9.0,2290.0,994.0,345.0,2013
"Wesel, Kreis",Hauptschulen,13.0,2720.0,1088.0,479.0,2013
"Bonn, kreisfreie Stadt",Hauptschulen,6.0,1672.0,755.0,515.0,2013
"Köln, kreisfreie Stadt",Hauptschulen,19.0,6096.0,2658.0,2450.0,2013
"Leverkusen, kreisfreie Stadt",Hauptschulen,3.0,1113.0,466.0,322.0,2013
Städteregion Aachen (einschl. Stadt Aachen),Hauptschulen,13.0,3504.0,1368.0,973.0,2013
